min,max,mean,std
0,65532,61459.6,14351.9
0,65499,61458.4,14353.9
0,65531,61375,14506.9
0,65530,61378.3,14506.2
0,65526,61293.9,14661.4
0,65505,61457.7,14350.4
0,65500,61300.2,14663.8
0,65525,61459.8,14350.7
0,65523,61301,14662.1
0,65504,61455.4,14349.8
0,65533,61296.3,14661
0,65528,61298.7,14662.2
0,65528,61222.2,14815.5
0,65530,61300.6,14663.1
0,65531,61533,14193.7
0,65532,61456.5,14352.7
0,65535,61457.1,14352.9
0,65535,61376.6,14508.9
0,65535,61456.3,14352.5
0,65534,61376.3,14508.3
0,65534,61453.8,14351.4
0,65534,61300.8,14663.4
0,65525,61300.9,14662.9
0,65513,61301.1,14662.2
0,65534,61375.5,14507.7
0,65535,61383.2,14509.5
0,65535,61455.6,14350
0,65519,61298,14661.7
0,65533,61454.7,14351.8
0,65532,61219.4,14814.3
0,65528,61379.7,14509.3
0,65535,61382.8,14508.8
0,65534,61298.8,14662.2
0,65531,61454.7,14351.6
0,65533,61299.2,14662.5
0,65534,61458.1,14352.8
0,65535,61376.7,14508.1
0,65526,61223.8,14815.4
0,65533,61304.3,14663.4
0,65530,61457,14351.8
0,65533,61376.3,14507.8
0,65534,61378.9,14507.8
0,65531,61303.1,14663.7
0,65527,61455.1,14352.4
0,65535,61536.2,14194.4
0,65521,61220.5,14813.4
0,65535,61376.5,14507.8
0,65531,61377.3,14508.6
0,65525,61223.5,14815.2
0,65535,61379.6,14508.8
0,65530,61295.9,14661.5
0,65535,61456.2,14352.6
0,65532,61379.5,14508.3
0,65535,61377.4,14508.2
0,65526,61224.8,14814.7
0,65528,61221.7,14814
0,65535,61378.6,14508.7
0,65527,61299.6,14661.8
0,65531,61376.1,14508.8
0,65529,61453.5,14350.4
0,65484,61298.4,14661.5
0,65520,61457.7,14351.6
0,65534,61460.4,14352.8
0,65534,61380.4,14508.3
0,65518,61458.6,14351.2
0,65533,61376.9,14508.5
0,65513,61300.5,14663.3
0,65529,61221,14815.1
0,65534,61299.7,14662.4
0,65528,61454.5,14352.2
0,65535,61298.2,14661.8
0,65532,61298.8,14661.6
0,65535,61376.1,14508.4
0,65535,61379.9,14508.7
0,65525,61457.9,14349.9
0,65530,61457.8,14352.3
0,65531,61456.8,14352.5
0,65534,61377.5,14507.9
0,65533,61457.7,14350.1
0,65534,61459.6,14349.5
0,65533,61377.3,14508.1
0,65535,61297.2,14661.9
0,65533,61376.6,14508.1
0,65531,61377.2,14507.7
0,65535,61454.3,14349.6
0,65520,61455.6,14349.8
0,65521,61459.4,14351.8
0,65535,61300.9,14662.1
0,65531,61377.3,14507.3
0,65535,61302.1,14663.1
0,65535,61532.8,14193.7
0,65532,61299.1,14663
0,65535,61533.9,14194
0,65438,61145.5,14964.9
0,65535,61374.4,14507.5
0,65534,61300.6,14662.2
0,65533,61220.4,14814.1
0,65528,61374.8,14508.5
0,65530,61300.1,14661.4
0,65533,61378.6,14509.6
0,65528,61456.6,14352.1
0,65528,61298.3,14662
0,65508,61299.2,14662.6
0,65531,61299.9,14662.3
0,65535,61302.2,14663.3
0,65533,61223.4,14814.7
0,65532,61379,14508.5
0,65529,61380,14506.6
0,65535,61534.1,14193.2
0,65510,61456.7,14352.7
0,65526,61455.8,14351.6
0,65511,61300.8,14663
0,65525,61455.3,14352.1
0,65530,61455.2,14350.7
0,65523,61457.3,14351.3
0,65535,61377.8,14508.5
0,65535,61534.1,14195.2
0,65529,61300.7,14663.6
0,65517,61300.3,14662.8
0,65535,61221.2,14814.2
0,65534,61379.8,14509.3
0,65534,61378.2,14508.1
0,65532,61453.9,14352
0,65529,61223.1,14814.3
0,65528,61376.4,14508.2
0,65531,61373.7,14508
0,65530,61223.1,14814.6
0,65529,61454.9,14352.2
0,65535,61297.2,14661.4
0,65535,61457.6,14351
0,65535,61532.5,14193.8
0,65533,61300.9,14662.8
0,65534,61452.8,14351.6
0,65525,61222.1,14814.8
0,65531,61378.8,14508.5
0,65490,61299.5,14662.3
0,65530,61458.2,14352.4
0,65531,61224,14814.9
0,65533,61298.2,14661.8
0,65524,61375.4,14507.5
0,65514,61458.9,14351.1
0,65534,61378.2,14508.5
0,65510,61302.2,14661.4
0,65526,61221.3,14813.6
0,65532,61456.8,14352.7
0,65525,61299.3,14662.7
0,65531,61298.9,14662.5
0,65529,61298.8,14662.2
0,65527,61456.6,14351.6
0,65534,61455.2,14352.2
0,65527,61220.7,14814.2
0,65535,61302,14662.7
0,65532,61377.2,14507.7
0,65528,61374.4,14507.6
0,65523,61298.8,14662.2
0,65535,61456,14352.3
0,65533,61612.2,14033.8
0,65534,61223.4,14814.5
0,65533,61535.3,14193.2
0,65535,61535.8,14195.1
0,65534,61458.5,14353.3
0,65535,61456.5,14352
0,65499,61297.1,14659.9
0,65527,61377.5,14508.3
0,65535,61377.5,14508.4
0,65535,61223.4,14814.2
0,65518,61459.1,14351.4
0,65535,61377,14508.8
0,65534,61299.5,14663.1
0,65529,61376,14507.9
0,65525,61457.3,14351.8
0,65499,61297.2,14661.1
0,65496,61299.9,14662.7
0,65527,61374.8,14506.9
0,65524,61300.8,14663.1
0,65519,61455.7,14351.6
0,65517,61454.8,14351.6
0,65530,61299.2,14661.6
0,65535,61379,14509.4
0,65533,61379.2,14508.3
0,65525,61301.6,14662.4
0,65524,61455.8,14353
0,65533,61297.8,14661.9
0,65535,61375.6,14508
0,65530,61381.7,14509.9
0,65528,61460.9,14351.5
0,65515,61453.2,14352.7
0,65492,61300.3,14662.7
0,65511,61297.7,14661.4
0,65524,61222.6,14814
0,65530,61536,14192.5
0,65493,61301.9,14659.8
0,65530,61378.1,14508.1
0,65526,61456,14351.9
0,65535,61456,14352.6
0,65534,61300,14663.2
0,65535,61301.7,14664
0,65518,61460.7,14352.4
0,65534,61534.5,14193
0,65528,61378.4,14507.9
0,65526,61455,14351.6
0,65532,61219.5,14813.6
0,65519,61459.5,14352.2
0,65534,61456.2,14352.4
0,65497,61300.1,14662.6
0,65531,61458.2,14351.1
0,65530,61376.7,14508
0,65531,61377.3,14508
0,65520,61301.2,14662.7
0,65530,61376.6,14508.4
0,65486,61455.8,14349.2
0,65534,61377.3,14508.8
0,65531,61296.3,14662.2
0,65529,61460.6,14351.4
0,65519,61457.6,14351.6
0,65412,61143.6,14964.1
0,65514,61456.5,14350.8
0,65534,61454.1,14351.8
0,65533,61302.7,14663.2
0,65534,61378.1,14509.6
0,65514,61459.6,14351.8
0,65535,61457.8,14353
0,65523,61378.1,14508.5
0,65520,61382,14506.4
0,65532,61377.9,14507.4
0,65535,61299.6,14662
0,65531,61301.5,14663.4
0,65535,61378.5,14509.4
0,65535,61455.1,14351.5
0,65525,61375.6,14507.3
0,65526,61379.8,14508.5
0,65529,61222,14814.6
0,65526,61454.4,14352.9
0,65535,61378.4,14509.1
0,65535,61299.8,14662.5
0,65527,61459.3,14352.5
0,65434,61144.3,14964.2
0,65535,61536.3,14194.6
0,65523,61381.5,14508.6
0,65530,61456,14351.7
0,65534,61379.5,14509.6
0,65530,61374.2,14507.5
0,65532,61376.6,14508.3
0,65534,61301,14662.6
0,65529,61220.4,14814.4
0,65535,61376.3,14506.5
0,65532,61455.3,14353.1
0,65505,61455.9,14354.1
0,65526,61454.9,14350.8
0,65530,61456.9,14352.1
0,65527,61375.6,14508
0,65498,61298.7,14662.3
0,65526,61457.1,14351.7
